id,level,order,source_order,curriculum,written,reading,meanings,parts_of_speech,common,examples,provenance
n5-vocab-0473,N5,473,241,"{""genki_lesson"": null}","{""primary"": ""元気"", ""variants"": [""元気""], ""without_furigana"": ""元気"", ""with_furigana"": ""{元気}(げんき)"", ""lookup_text"": ""元気""}","{""primary"": ""げんき"", ""variants"": [""げんき""], ""source_text"": ""げんき""}","[""health(y)"", ""energetic""]","[{""code"": ""adj-na"", ""label"": ""adjectival nouns or quasi-adjectives (keiyodoshi)""}, {""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""こんにちは、ロジャー。とっても元気よ。"", ""japanese_furigana"": ""<furigana>こんにちは、ロジャー。とっても元気よ。</furigana>"", ""english"": ""Hi, Roger. I'm pretty good!"", ""source"": ""tatoeba"", ""source_id"": ""217292""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""C6oDoveAM%"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1260720"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0474,N5,474,242,"{""genki_lesson"": null}","{""primary"": ""〜個"", ""variants"": [""〜個""], ""without_furigana"": ""〜個"", ""with_furigana"": ""〜{個}(こ)"", ""lookup_text"": ""個""}","{""primary"": ""〜こ"", ""variants"": [""〜こ""], ""source_text"": ""～こ""}","[""counter for small items (e.g."", ""fruits"", ""cups)""]","[{""code"": ""ctr"", ""label"": ""counter""}, {""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""この懐中電灯は２個の電池が必要だ。"", ""japanese_furigana"": ""<furigana>この懐中電灯は２個の電池が必要だ。</furigana>"", ""english"": ""This flashlight needs two batteries."", ""source"": ""tatoeba"", ""source_id"": ""222655""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""L)v,!KJ|+1"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1264740"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0475,N5,475,243,"{""genki_lesson"": null}","{""primary"": ""五"", ""variants"": [""五""], ""without_furigana"": ""五"", ""with_furigana"": ""{五}(ご)"", ""lookup_text"": ""五""}","{""primary"": ""ご"", ""variants"": [""ご""], ""source_text"": ""ご""}","[""five""]","[{""code"": ""num"", ""label"": ""numeric""}]",True,[],"{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""CPX]&C<[AA"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1268060"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0476,N5,476,244,"{""genki_lesson"": null}","{""primary"": ""〜語"", ""variants"": [""〜語""], ""without_furigana"": ""〜語"", ""with_furigana"": ""〜{語}(ご)"", ""lookup_text"": ""語""}","{""primary"": ""〜ご"", ""variants"": [""〜ご""], ""source_text"": ""～ご""}","[""word"", ""language""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}, {""code"": ""n-suf"", ""label"": ""noun, used as a suffix""}, {""code"": ""ctr"", ""label"": ""counter""}]",True,"[{""japanese_raw"": ""メキシコではなに語を話すのですか。"", ""japanese_furigana"": ""<furigana>メキシコではなに語を話すのですか。</furigana>"", ""english"": ""What is the language spoken in Mexico?"", ""source"": ""tatoeba"", ""source_id"": ""194658""}, {""japanese_raw"": ""２００語以内でその文章を要約してください。"", ""japanese_furigana"": ""<furigana>２００語以内でその文章を要約してください。</furigana>"", ""english"": ""Sum up the passage within 200 words."", ""source"": ""tatoeba"", ""source_id"": ""235601""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""OS-NJNma:q"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1270910"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0477,N5,477,246,"{""genki_lesson"": null}","{""primary"": ""交差点"", ""variants"": [""交差点""], ""without_furigana"": ""交差点"", ""with_furigana"": ""{交差点}(こうさてん)"", ""lookup_text"": ""交差点""}","{""primary"": ""こうさてん"", ""variants"": [""こうさてん""], ""source_text"": ""こうさてん""}","[""intersection""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""あの交差点で何が起こったのか。"", ""japanese_furigana"": ""<furigana>あの交差点で何が起こったのか。</furigana>"", ""english"": ""What happened at that crossing?"", ""source"": ""tatoeba"", ""source_id"": ""231036""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""fB2Ek#M/vd"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1592970"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0478,N5,478,248,"{""genki_lesson"": null}","{""primary"": ""交番"", ""variants"": [""交番""], ""without_furigana"": ""交番"", ""with_furigana"": ""{交番}(こうばん)"", ""lookup_text"": ""交番""}","{""primary"": ""こうばん"", ""variants"": [""こうばん""], ""source_text"": ""こうばん""}","[""police box""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}, {""code"": ""adj-f"", ""label"": ""noun or verb acting prenominally""}]",True,"[{""japanese_raw"": ""向こうの交番で聞いてください。"", ""japanese_furigana"": ""<furigana>向こうの交番で聞いてください。</furigana>"", ""english"": ""Ask at the police station over there."", ""source"": ""tatoeba"", ""source_id"": ""173841""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""Opg/[%q+N8"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1272500"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0479,N5,479,249,"{""genki_lesson"": null}","{""primary"": ""声"", ""variants"": [""声""], ""without_furigana"": ""声"", ""with_furigana"": ""{声}(こえ)"", ""lookup_text"": ""声""}","{""primary"": ""こえ"", ""variants"": [""こえ""], ""source_text"": ""こえ""}","[""voice""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""日本人は鳥や虫の声を楽しむ。"", ""japanese_furigana"": ""<furigana>日本人は鳥や虫の声を楽しむ。</furigana>"", ""english"": ""The Japanese enjoy the songs of birds and insects."", ""source"": ""tatoeba"", ""source_id"": ""122235""}, {""japanese_raw"": ""あなたの声が聞けてうれしいわ。"", ""japanese_furigana"": ""<furigana>あなたの声が聞けてうれしいわ。</furigana>"", ""english"": ""I am happy to hear your voice."", ""source"": ""tatoeba"", ""source_id"": ""1142225""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""In/Jo>[]?<"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1380440"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0480,N5,480,250,"{""genki_lesson"": null}","{""primary"": ""コート"", ""variants"": [""コート""], ""without_furigana"": ""コート"", ""with_furigana"": ""コート"", ""lookup_text"": ""コート""}","{""primary"": ""コート"", ""variants"": [""コート""], ""source_text"": ""コート""}","[""coat"", ""court (e.g."", ""tennis)""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""あなたが家を出た後で、私はあなたのコートに気づきました。"", ""japanese_furigana"": ""<furigana>あなたが家を出た後で、私はあなたのコートに気づきました。</furigana>"", ""english"": ""I found your coat after you left the house."", ""source"": ""tatoeba"", ""source_id"": ""234118""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""e4scbA,t~J"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1049000"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0481,N5,481,257,"{""genki_lesson"": null}","{""primary"": ""答える"", ""variants"": [""答える""], ""without_furigana"": ""答える"", ""with_furigana"": ""{答}(こた)える"", ""lookup_text"": ""答える""}","{""primary"": ""こたえる"", ""variants"": [""こたえる""], ""source_text"": ""こたえる""}","[""to answer"", ""to reply""]","[{""code"": ""v1"", ""label"": ""Ichidan verb""}, {""code"": ""vi"", ""label"": ""intransitive verb""}]",True,"[{""japanese_raw"": ""「はい、ありません」とジョーダンさんは答えた。"", ""japanese_furigana"": ""<furigana>「はい、ありません」とジョーダンさんは答えた。</furigana>"", ""english"": ""\""No, I don't,\"" said Mr Jordan."", ""source"": ""tatoeba"", ""source_id"": ""236468""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""x<$h-)|1km"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1449540"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0482,N5,482,259,"{""genki_lesson"": null}","{""primary"": ""こっち"", ""variants"": [""こっち""], ""without_furigana"": ""こっち"", ""with_furigana"": ""こっち"", ""lookup_text"": ""こっち""}","{""primary"": ""こっち"", ""variants"": [""こっち""], ""source_text"": ""こっち""}","[""this person"", ""this direction"", ""this side""]","[{""code"": ""pn"", ""label"": ""pronoun""}]",True,"[{""japanese_raw"": ""塩をこちらへ取ってもらえますか。"", ""japanese_furigana"": ""<furigana>塩をこちらへ取ってもらえますか。</furigana>"", ""english"": ""Could you pass me the salt, please?"", ""source"": ""tatoeba"", ""source_id"": ""188598""}, {""japanese_raw"": ""こちらの方があちらより値段が高い。"", ""japanese_furigana"": ""<furigana>こちらの方があちらより値段が高い。</furigana>"", ""english"": ""This costs more than that."", ""source"": ""tatoeba"", ""source_id"": ""224162""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""KZ(~KRGBCG"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1004500"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0483,N5,483,264,"{""genki_lesson"": null}","{""primary"": ""この"", ""variants"": [""この""], ""without_furigana"": ""この"", ""with_furigana"": ""この"", ""lookup_text"": ""この""}","{""primary"": ""この"", ""variants"": [""この""], ""source_text"": ""この""}","[""this""]","[{""code"": ""num"", ""label"": ""numeric""}]",True,"[{""japanese_raw"": ""彼は「九時だ」と言った。"", ""japanese_furigana"": ""<furigana>彼は「九時だ」と言った。</furigana>"", ""english"": ""He said, \""It's nine o'clock.\"""", ""source"": ""tatoeba"", ""source_id"": ""108121""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""pPsd:zD9O?"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1578150"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0484,N5,484,266,"{""genki_lesson"": null}","{""primary"": ""コピーする"", ""variants"": [""コピーする""], ""without_furigana"": ""コピーする"", ""with_furigana"": ""コピーする"", ""lookup_text"": ""コピーする""}","{""primary"": ""コピーする"", ""variants"": [""コピーする""], ""source_text"": ""コピーする""}","[""to copy""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}, {""code"": ""vs"", ""label"": ""noun or participle which takes the aux. verb suru""}, {""code"": ""vt"", ""label"": ""transitive verb""}]",True,"[{""japanese_raw"": ""完成した本のコピーを１部送っていただくという条件で、私どものソフトウエアを収録することを許可します。"", ""japanese_furigana"": ""<furigana>完成した本のコピーを１部送っていただくという条件で、私どものソフトウエアを収録することを許可します。</furigana>"", ""english"": ""You have our permission to include our software on condition that you send us a copy of the final product."", ""source"": ""tatoeba"", ""source_id"": ""183968""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""pIfdJ-gQ=x"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1050590"", ""dictionary_lookup_aliases"": [""コピー""], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0485,N5,485,269,"{""genki_lesson"": null}","{""primary"": ""〜ころ"", ""variants"": [""〜ころ"", ""〜ごろ""], ""without_furigana"": ""〜ころ"", ""with_furigana"": ""〜ころ"", ""lookup_text"": ""ころ""}","{""primary"": ""〜ころ"", ""variants"": [""〜ころ"", ""〜ごろ""], ""source_text"": ""～ころ; ～ごろ""}","[""about"", ""toward"", ""approximately (time)""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}, {""code"": ""adv"", ""label"": ""adverb (fukushi)""}, {""code"": ""n-suf"", ""label"": ""noun, used as a suffix""}]",True,"[{""japanese_raw"": ""彼女は夏頃から病気だった。"", ""japanese_furigana"": ""<furigana>彼女は夏頃から病気だった。</furigana>"", ""english"": ""She has been ill since about summer."", ""source"": ""tatoeba"", ""source_id"": ""90873""}, {""japanese_raw"": ""あなたは結婚してもよいころだ。"", ""japanese_furigana"": ""<furigana>あなたは結婚してもよいころだ。</furigana>"", ""english"": ""It's about time you got married."", ""source"": ""tatoeba"", ""source_id"": ""232102""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""ygFZGug3gm"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1579080"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0486,N5,486,272,"{""genki_lesson"": null}","{""primary"": ""こんな"", ""variants"": [""こんな""], ""without_furigana"": ""こんな"", ""with_furigana"": ""こんな"", ""lookup_text"": ""こんな""}","{""primary"": ""こんな"", ""variants"": [""こんな""], ""source_text"": ""こんな""}","[""such"", ""like this""]","[{""code"": ""adj-pn"", ""label"": ""pre-noun adjectival (rentaishi)""}]",True,"[{""japanese_raw"": ""こんな風に、彼は私を扱った。"", ""japanese_furigana"": ""<furigana>こんな風に、彼は私を扱った。</furigana>"", ""english"": ""This is the way he treated me."", ""source"": ""tatoeba"", ""source_id"": ""217315""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""DuEU98EMih"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1004880"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0487,N5,487,274,"{""genki_lesson"": null}","{""primary"": ""さあ"", ""variants"": [""さあ""], ""without_furigana"": ""さあ"", ""with_furigana"": ""さあ"", ""lookup_text"": ""さあ""}","{""primary"": ""さあ"", ""variants"": [""さあ""], ""source_text"": ""さあ""}","[""come now"", ""well""]","[{""code"": ""int"", ""label"": ""interjection (kandoushi)""}]",True,"[{""japanese_raw"": ""さあ東京駅に着きました。"", ""japanese_furigana"": ""<furigana>さあ東京駅に着きました。</furigana>"", ""english"": ""Here we were at Tokyo Station."", ""source"": ""tatoeba"", ""source_id"": ""216866""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""Ag`@=t><OI"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1005110"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0488,N5,488,275,"{""genki_lesson"": null}","{""primary"": ""〜歳"", ""variants"": [""〜歳""], ""without_furigana"": ""〜歳"", ""with_furigana"": ""〜{歳}(さい)"", ""lookup_text"": ""歳""}","{""primary"": ""〜さい"", ""variants"": [""〜さい""], ""source_text"": ""～さい""}","[""~ years old""]","[{""code"": ""ctr"", ""label"": ""counter""}]",True,"[{""japanese_raw"": ""「１７歳の時スクーナー船で地中海を航海したわ」彼女はゆっくりと注意深く言う。"", ""japanese_furigana"": ""<furigana>「１７歳の時スクーナー船で地中海を航海したわ」彼女はゆっくりと注意深く言う。</furigana>"", ""english"": ""\""I sailed around the Mediterranean in a schooner when I was seventeen,\"" she recited slowly and carefully."", ""source"": ""tatoeba"", ""source_id"": ""237575""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""yIt4LQzbb!"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1294940"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
